Drug_Database,Targets
imipenem_all,"['MUT', 'DPEP1', 'CYP8B1', 'DLD', 'RILP', 'PLCE1', 'PTGR1', 'SLCO2B1', 'UXS1', 'HSD17B1', 'PDK4', 'NR5A2', 'ABCG5', 'pbpC', 'ABCB11', 'Slco1b2', 'CYP7A1', 'GALE', 'GSR', 'HIBADH', 'THRB', 'SLC51A', 'TP53I3', 'ACAD8', 'GPD1L', 'ABCG8', 'PTGR2', 'mrcB', 'ABCC2', 'SLC27A5', 'RAB6A', 'RAB1B', 'NR1I2', 'ACADS', 'Slco1a1', 'PANK1', 'ZADH2', 'Abcb1a', 'SLC10A1', 'NR0B2', 'Bact mrdA', 'NNT', 'RAB11FIP2', 'HSDL2', 'SIRT6', 'DHODH', 'dacB', 'RAB6B', 'DHRS4', 'HIST1H3H', 'HSD17B4', 'NME2', 'SYTL2', 'PCNA', 'IL2', 'NMRAL1', 'mrdA', 'RHEBL1', 'dacA', 'mrcA', 'ftsI', 'ABCC3', 'DCXR', 'ACADM', 'Slco1a4', 'NPC1L1', 'PANK3', 'BAAT', 'dacC']"
cefadroxil_all,"['SLC22A8', 'HLA-B', 'SLC22A6', 'ANPEP', 'SLC22A5', 'mrdA', 'HLA-G', 'dacA', 'mrcB', 'ABCC2', 'mrcA', 'ftsI', 'SLC15A1', 'dacB', 'SLC15A2', 'CYP3A4', 'NR1I2', 'dacC']"
ertapenem_all,"['mrdA', 'dacA', 'mrcB', 'mrcA', 'ftsI', 'ALB', 'dacB', 'dacC']"
piperacillin_all,"['SLC22A8', 'SLC22A6', 'mrdA', 'dacA', 'mrcB', 'mrcA', 'ftsI', 'dacB', 'dacC']"
cefazolin_all,"['SLC22A8', 'SLC22A6', 'EHMT2', 'PON1', 'pbpC', 'SLC22A11', 'TPMT', 'IL15', 'ABCC4', 'mrcB', 'KDM4A', 'dacB', 'IL2', 'mrdA', 'dacA', 'mrcA', 'ftsI', 'ALB', 'dacC']"
cefdinir_all,"['SLC22A8', 'ACP1', 'SLC22A6', 'SUMO1', 'SLC22A5', 'mrdA', 'dacA', 'mrcB', 'CTDSP1', 'mrcA', 'ftsI', 'SLC15A1', 'KDM4A', 'dacB', 'SLC15A2', 'MPO', 'dacC']"
cefepime_all,"['NPY4R', 'Mtp', 'HLA-DRB1', 'SOX18', 'tnni1c', 'ADRA2C', 'ARHGAP45', 'DHFR', 'itgb3b', 'EIF3I', 'Mt2', 'urp2', 'mrcB', 'MB', 'NPPA', 'SLC15A2', 'SLC22A5', 'Bact mrdA', 'CAT', 'PGD', 'SLC15A1', 'dacB', 'IL2', 'mrdA', 'dacA', 'mrcA', 'ftsI', 'htr7a', 'arhgef9b', 'SEMA3E', 'AGT', 'dacC']"
cefixime_all,"['POLI', 'PLCG1', 'TDP1', 'SIRT5', 'APEX1', 'RAB8A', 'mrcB', 'KDM4A', 'SLC15A2', 'SLC22A5', 'SLC15A1', 'dacB', 'GLS', 'POLK', 'SUMO1', 'mrdA', 'dacA', 'mrcA', 'ftsI', 'POLH', 'APAF1', 'dacC']"
cefotaxime_all,"['RAN', 'SLC22A8', 'SLC22A6', 'DLD', 'EHMT2', 'CTBP1', 'RILP', 'CRYL1', 'SLC22A7', 'UXS1', 'CTBP2', 'RRAGD', 'pbpC', 'GALE', 'TBK1', 'SLC22A11', 'GSR', 'CBX1', 'RAB1B', 'GPD1L', 'mrcB', 'PNMT', 'RAB6A', 'GMPR2', 'SLC15A2', 'VDR', 'Bact vanYB', 'MYH14', 'MYH7', 'SLC15A1', 'RAB30', 'AHCYL1', 'RTN4IP1', 'CRYM', 'dacB', 'TNF', 'RAB6B', 'RAB9B', 'HIST1H3H', 'HSD17B4', 'RNMT', 'COMT', 'NME2', 'SYTL2', 'PCNA', 'RAB11FIP3', 'NMRAL1', 'DIRAS2', 'mrdA', 'NQO1', 'dacA', 'RHEBL1', 'HMGCS2', 'mrcA', 'ftsI', 'ATIC', 'ALB', 'GIF', 'SOS1', 'PANK3', 'dacC']"
cefotetan_all,"['EHMT2', 'POLI', 'APOBEC3G', 'SLC12A3', 'mrcB', 'cnnm2a', 'APOBEC3A', 'KDM4A', 'L3MBTL1', 'KCNH2', 'dacB', 'POLK', 'mrdA', 'dacA', 'mrcA', 'ftsI', 'POLH', 'ALB', 'BAZ2B', 'dacC']"
ceftazidime_all,"['SLC22A6', 'ABCC4', 'mrdA', 'dacA', 'mrcB', 'IL10', 'mrcA', 'ftsI', 'ALB', 'dacB', 'HSF1', 'DHFR', 'dacC']"
ceftibuten_all,"['SLC22A8', 'SLC22A6', 'mrdA', 'dacA', 'mrcB', 'SLC15A1', 'mrcA', 'ftsI', 'dacB', 'SLC15A2', 'dacC']"
ceftizoxime_all,"['GSR', 'SLC22A8', 'SLC22A6', 'mrdA', 'dacA', 'mrcB', 'SLC15A1', 'mrcA', 'ftsI', 'CA2', 'dacB', 'MGST1', 'CA1', 'dacC']"
ceftriaxone_all,"['SLC22A8', 'CYP1A2', 'SLC22A6', 'ACE2', 'EPO', 'ABCG2', 'BACE1', 'SLC7A11', 'SLC1A2', 'DHFR', 'CYP2D6', 'SLC22A11', 'GSR', 'ACTB', 'ABCC4', 'mrcB', 'ABCC2', 'CYP2C19', 'SLC15A2', 'MGST1', 'MME', 'CYP2C9', 'CYB5R3', 'G6PD', 'CAT', 'SLC15A1', 'IL1B', 'dacB', 'TNF', 'IDE', 'CXCL8', 'mrdA', 'dacA', 'ECE1', 'mrcA', 'ftsI', 'ABCC3', 'ALB', 'CA2', 'CYP3A4', 'or42d3', 'CA1', 'ABCB1', 'GLUL', 'dacC']"
ergotamine_all,"['DRD1', 'HTR1F', 'ADRA2C', 'GSTP1', 'HTR6', 'HTR5A', 'HTR2A', 'Htr5a', 'CASP3', 'HTR1D', 'HTR1A', 'ADRA2B', 'HTR1B', 'Htr1f', 'DRD2', 'FOS', 'Htr2c', 'DRD5', 'ADRA1D', 'ADRA1B', 'HTR2B', 'CALCA', 'HTR1E', 'Htr2a', 'HTR2C', 'Htr7', 'CYP3A4', 'ADRA1A', 'ADRA2A', 'ABCB1', 'Htr6', 'SLC6A2']"
cephalexin_all,"['SLC22A8', 'SLC22A6', 'EHMT2', 'ABCC4', 'mrcB', 'ABCC2', 'HLA-DPA1', 'SLC15A2', 'NR1I2', 'SLC22A5', 'SLC15A1', 'dacB', 'SLC47A1', 'mrdA', 'dacA', 'mrcA', 'ftsI', 'ABCC3', 'ALB', 'dacC']"
felbamate_all,"['GRIN2B', 'GRIN2C', 'GRIN3B', 'GRIN2A', 'GRIN3A', 'GRIN2D', 'GRIN1']"
memantine_all,"['GRIN2B', 'GRIN2C', 'GRIN3B', 'GRIN2A', 'GRIN3A', 'GRIN2D', 'GRIN1']"
cefuroxime_all,"['NR1I3', 'PPARA', 'GSR', 'ABCC4', 'mrcB', 'ABCC2', 'IL10', 'SLC15A2', 'MGST1', 'NR1I2', 'HLA-E', 'CAT', 'SLC15A1', 'dacB', 'NFE2L2', 'HLA-DQB1', 'mrdA', 'dacA', 'mrcA', 'ftsI', 'ABCC3', 'dacC']"
ketamine_all,"['GRIN2B', 'GRIN2C', 'GRIN3B', 'GRIN2A', 'GRIN3A', 'GRIN2D', 'GRIN1']"
ampicillin_all,"['AKR7A2', 'MUT', 'DLD', 'PTGR1', 'RILP', 'AKR1C3', 'UXS1', 'DHRS11', 'CD1D', 'AKR1C4', 'THRB', 'TP53I3', 'TXN', 'TCN2', 'BPI', 'GPD1L', 'mrcB', 'AKR1D1', 'RAB6A', 'ACADS', 'AKR1C2', 'SIRT6', 'AKR1B10', 'dacB', 'RAB6B', 'DHRS4', 'HIST1H3H', 'KDM1A', 'RAB7A', 'NME2', 'SYTL2', 'PCNA', 'NMRAL1', 'PANK3', 'RNLS', 'mrdA', 'PROCR', 'dacA', 'RHEBL1', 'HMGCS2', 'mrcA', 'ftsI', 'GIF', 'GMDS', 'AKR7A3', 'dacC']"
amoxapine_all,"['HTR6', 'DRD3', 'DRD1', 'HTR2C', 'DRD5', 'SLC6A4', 'DRD4', 'DRD2', 'HTR2B', 'NET', 'SLC6A2']"
amoxicillin_all,"['CXCL10', 'CYP1A2', 'SLC22A6', 'HLA-DRB1', 'CYP19A1', 'CYP2D6', 'GSR', 'HLA-B', 'SLC51A', 'mrcB', 'IL10', 'CYP2C19', 'CYP11B2', 'HLA-DRA', 'SLC15A2', 'CYP2C9', 'NR1I2', 'AQP5', 'HLA-A', 'SLC15A1', 'CYP2C8', 'AKR1B10', 'dacB', 'HLA-DQB1', 'SLCO1A2', 'POLK', 'CXCL8', 'SRXN1', 'GSTT1', 'mrdA', 'NQO1', 'dacA', 'mrcA', 'ftsI', 'POLH', 'ALB', 'CYP3A4', 'HLA-DRB5', 'HLA-C', 'dacC']"
alitretinoin_all,"['PPARG', 'RARG', 'RARA', 'RXRA', 'RXRB', 'RXRG', 'RARB']"
carvedilol_all,"['HPGD', 'MUT', 'HRH1', 'ADRB2', 'GFER', 'NCOA1', 'PGR', 'NR1H2', 'ADRA2C', 'ERO1A', 'CTNNB1', 'CD1D', 'CD1C', 'GSR', 'ADRB3', 'THRB', 'PPARGC1B', 'TCN2', 'HBB', 'F2R', 'HTR1B', 'PDE6C', 'BCL2L1', 'CHRM2', 'PIK3R1', 'OPRK1', 'ADRA1D', 'ADRA1B', 'HMOX1', 'NCOA2', 'LSS', 'PDE5A', 'HTR2B', 'NME2', 'PCNA', 'ADRB1', 'OPRL1', 'GIF', 'CXCR4', 'ADRA1A', 'ADRA2A', 'GLTP']"
pimozide_all,"['HTR2A', 'DRD3', 'DRD1', 'HTR7', 'KCNH2', 'D2R', 'DRD4', 'DRD2', 'DRD5']"
oxymetazoline_all,"['UGT1A9', 'ADRA2C', 'CYP2D6', 'Adra1d', 'HTR1A', 'HTR1D', 'ADRA2B', 'CYP2C19', 'HTR1B', 'Htr2c', 'G6PD', 'ADRA1D', 'ADRA1B', 'HTR1E', 'HTR2C', 'SLC22A2', 'CYP3A4', 'ADRA1A', 'ADRA2A']"
phentolamine_all,"['MET', 'ADRA2A', 'MAPK3', 'SLC2A4', 'Adra1a', 'ABCB4', 'EREG', 'SULT1A3', 'ADRA2C', 'D2R', 'REN', 'CYP2D6', 'SLC22A3', 'CASP3', 'ADRA2B', 'GGT1', 'CYP2C19', 'SULT1A1', 'DRD2', 'SERPINE1', 'ALPP', 'ADRA1D', 'ADRA1B', 'KCNH2', 'KCNJ11', 'MAPK1', 'Octbeta2R', 'TNF', 'SLC47A1', 'POMC', 'TYMS', 'CXCL8', 'SLC22A2', 'SLC47A2', 'PYGL', 'ADRA1A', 'CASP7', 'IL24']"
lindane_all,"['Rdl1', '8239847', 'Rdl2', '8233868', 'Rdl3', '8232983']"
acitretin_all,"['PLK1', 'MAPK3', 'CCND1', 'BCL2', 'GMNN', 'CASP9', 'CYP1A1', 'SLC25A5', 'FASLG', 'THRB', 'RARA', 'CASP3', 'KDM4A', 'RXRG', 'VDR', 'STAT3', 'MAPT', 'BAX', 'PARP1', 'RAPGEF4', 'NCOA2', 'MAPK1', 'FADD', 'IL1B', 'KAT2A', 'RARB', 'USP1', 'CASP8', 'RBP1', 'RARG', 'RXRA', 'FAS', 'RXRB', 'ALB']"
naphazoline_all,"['NISCH', 'ADRA1D', 'ADRA1B', 'ADRA2B', 'DRD2', 'SLC22A2', 'Octbeta2R', 'D2R', 'ALB', 'NPPA', 'Taar4', 'ADRA2C', 'ADRA1A', 'ADRA2A', 'CYP2D6']"
tazobactam_all,"['RAN', 'SLC22A8', 'SLC22A6', 'PLCE1', 'blaT-4', 'CTBP1', 'RILP', 'DIRAS1', 'Stap-coc blaZ', 'RAC1', 'blaT-6', 'GSK3B', 'blaT-3', 'RPS6KB1', 'RAP1A', 'TPX2', 'TEK', 'ROCK1', 'HMGCS1', 'THRB', 'blaT-5', 'RAB1B', 'PTPN9', 'RNASEL', 'BCL2L1', 'ETFA', 'DYRK1A', 'UBA5', 'G6PD', 'FKBP1A', 'RAC2', 'bla', 'IPO13', 'IL1B', 'TNF', 'PAK4', 'XIAP', 'SGK1', 'DMPK', 'RAB7A', 'NME2', 'AKT2', 'PCNA', 'DIRAS2', 'MMP9', 'CALM1', 'PKN1', 'FKBP4', 'HRAS', 'SOS1', 'CASP6']"
olanzapine_all,"['DRD3', 'HRH1', 'CYP1A2', 'DRD4', 'D2R', 'HTR6', 'HTR2A', 'CHRM1', 'CHRM3', 'DRD2', 'DRD5', 'HRH2', 'CHRM5', 'HTR2B', 'HTR3A', 'CHRM4', 'HTR2C', 'HTR7', 'PRL']"
mivacurium_all,"['CHRNA1', 'BCHE', 'CHRNB1', 'CHRND', 'CHRNE', 'CHRNG', 'CHRM3', 'CHRNA2', 'CHRM2']"
dicloxacillin_all,"['SLC22A8', 'PBP2', 'ABCB11', 'HMGB1', 'ICAM1', 'SLC15A2', 'GPT', 'NR1I2', 'S100A9', 'SLC15A1', 'pbpF', 'mecA', 'IL1B', 'S100A8', 'AGER', 'pbp4', 'GLS', 'NLRP3', 'pbpA', 'CXCL1', 'ALB', 'IL4', 'CYP3A4', 'CXCL2', 'ABCB1']"
vecuronium_all,"['CHRNA1', 'CHRNB1', 'CHRND', 'CHRNE', 'CHRNG', 'CHRNA2', 'ABCB1']"
bosutinib_all,"['LYN', 'CCND3', 'CDC25A', 'PIM2', 'MAP2K1', 'HCK', 'CDKN1A', 'SIK2', 'TNK2', 'AKT1', 'CCND1', 'FRK', 'TP53', 'ABL', 'CTNNB1', 'TBK1', 'FGR', 'SIK1', 'BCR', 'MAP4K5', 'ERBB2', 'EGFR', 'BLK', 'TXK', 'CDK2', 'GPT', 'STK24', 'PARP1', 'ABL2', 'STK10', 'CDH1', 'MAPK8', 'MAP2K2', 'CYP2C8', 'TCF4', 'MAP3K2', 'FYN', 'CAMK2G', 'CAMK1D', 'LCK', 'ABL1', 'CHEK2', 'CSK', 'SIK3', 'SLC16A2', 'CDKN1B', 'CYP3A4', 'SRC', 'STK4', 'ABCB1']"
octreotide_all,"['SST', 'SSTR5', 'SSTR4', 'SSTR2', 'SSTR1', 'SSTR3']"
nafcillin_all,"['CASP3', 'CYP1A2', 'SLC22A6', 'PBP2', 'pbpA', 'pbpF', 'mecA', 'ALB', 'IL1B', 'CYP3A4', 'TNF', 'IL6', 'NR1I2', 'pbp4']"
thioridazine_all,"['HTR6', 'CHRM4', 'DRD3', 'HTR2A', 'HRH1', 'HTR2C', 'ADRA1B', 'HTR1A', 'KCNH2', 'HTR7', 'D2R', 'CHRM5', 'CHRM1', 'DRD4', 'DRD2', 'ADRA1A', 'DRD5']"
mirtazapine_all,"['HTR3A', 'HTR2A', 'HRH1', 'HTR2C', 'HTR1A', 'ADRA2B', 'ADRA2C', 'ADRA2A']"
trifluoperazine_all,"['MET', 'DRD3', 'MUT', 'CETP', 'CALM', 'NCOA1', 'THRA', 'PPARA', 'DRD4', 'CTNNB1', 'CD1D', 'HTR2A', 'THRB', 'ERBB2', 'BPI', 'CYP11B2', 'BCL2L1', 'DRD2', 'GSTA1', 'PSAP', 'TRAPPC3', 'TLR1', 'NR0B2', 'TNNC1', 'NCOA2', 'HTR2B', 'NME2', 'PCNA', 'AR', 'HTR2C', 'PROCR', 'CD1B', 'ALB']"
nimodipine_all,"['CACNA1D', 'CACNA1F', 'NR3C2', 'CACNA1S', 'CACNA1C']"
pancuronium_all,"['CHRNA4', 'CHRNA1', 'BCHE', 'SLC22A2', 'CHRNB1', 'CHRND', 'CHRNE', 'SLC22A1', 'CHRNG', 'CHRNA2', 'CHRM3', 'CHRM2']"
rocuronium_all,"['HTR3A', 'CHRNA1', 'SLCO1A2', 'CHRM2', 'CHRNB1', 'CHRND', 'CHRNE', 'SLC22A1', 'CHRNG', 'SLCO1B1', 'CHRNA2', 'ABCB1']"
ezogabine_all,"['KCNQ2', 'KCNQ4', 'KCNQ5', 'KCNQ1', 'KCNQ3']"
loxapine_all,"['DRD3', 'HRH1', 'DRD1', 'CYP1A2', 'DRD4', 'ADRA2C', 'D2R', 'CYP2D6', 'HTR6', 'HTR5A', 'HTR2A', 'HTR1D', 'HTR1A', 'ADRA2B', 'KCNK2', 'HTR1B', 'CHRM1', 'CHRM3', 'DRD2', 'CHRM2', 'KCNT1', 'DRD5', 'HRH4', 'ADRA1B', 'KCNH2', 'HRH2', 'CHRM5', 'SLC6A4', 'SLC6A3', 'HTR1E', 'HTR3A', 'ADRB1', 'CHRM4', 'HTR2C', 'Htr7', 'HTR7', 'CYP3A4', 'ADRA1A', 'ADRA2A', 'Htr6', 'SLC6A2']"
oxacillin_all,"['SLC22A8', 'PBP2', 'pbpA', 'SLC15A1', 'pbpF', 'mecA', 'SLC15A2', 'pbp4']"
pergolide_all,"['D1R', 'DRD3', 'DRD1', 'DRD4', 'ADRA2C', 'D2R', 'HTR2A', 'HTR1D', 'HTR1A', 'ADRA2B', 'HTR1B', 'DRD2', 'DRD5', 'ADRA1D', 'ADRA1B', 'HTR2B', 'HTR2C', 'Htr7', 'CYP3A4', 'ADRA1A', 'ADRA2A', 'Htr6']"
felodipine_all,"['CYP2B6', 'CETP', 'CTBP1', 'CYP2R1', 'CYP19A1', 'FIGNL1', 'UXS1', 'CYP1A1', 'CD1D', 'CD1C', 'CYP2D6', 'LDHA', 'THRB', 'SORD', 'COL4A3BP', 'CYP2E1', 'DECR1', 'BPI', 'TCN2', 'GPD1L', 'DHPS', 'F2R', 'CYP11B2', 'CACNA1S', 'GSTA1', 'CACNA1C', 'CYP2C9', 'ALDH7A1', 'CACNA1D', 'ZADH2', 'PARP14', 'NCOA2', 'CYP2C8', 'RTN4IP1', 'NR3C2', 'PYGM', 'HSD17B4', 'KDM1A', 'NME2', 'CYP17A1', 'PCNA', 'CACNA1F', 'CYP3A4', 'QDPR', 'ACOT12', 'PHGDH']"
ritonavir_all,"['HIV PR', 'MUT', 'CTBP1', 'GRHPR', 'UXS1', 'CTBP2', 'CYP3A7', 'REN', 'GALE', 'TPX2', 'pol', 'THRB', 'PARP15', 'TXN', 'TCN2', 'ERBB3', 'PGA4', 'CDK2', 'METTL1', 'MDH2', 'SNAI1', 'PANK1', 'ACSS1', 'XDH', 'CBR1', 'CBR3', 'MAPK1', 'STK26', 'HSDL2', 'DECR2', 'HSD17B4', 'CYP3A5', 'NME2', 'PCNA', 'NMRAL1', 'CYP3A43', 'RNLS', 'GIF', 'DCXR', 'HSD17B10', 'MAPK11', 'CYP3A4', 'STK25', 'SRC', 'PHGDH']"
fingolimod_all,"['Kcnj5', 'CYP2E1', 'S1PR4', 'S1PR5', 'ABCC1', 'S1PR3', 'SLC1A2', 'SPHK1', 'SLC1A3', 'S1PR2', 'S1PR1', 'Trpm7', 'ABCB1', 'CYP4F2', 'HDAC1']"
abiraterone_all,"['TSPYL1', 'CYP1A2', 'SRD5A3', 'EEF1A1', 'CYP2D6', 'ORM1', 'CYP2C19', 'F3', 'CYP11B2', 'CYP2C9', 'PTEN', 'CD46', 'ABCC1', 'CYP2C8', 'CYP11B1', 'DSE', 'SULT2A1', 'S17AH', 'CYP17A1', 'AR', 'ALB', 'SRD5A2', 'CYP3A4', 'SRD5A1', 'TUBA1A']"
nitroglycerin_all,"['GUCY1A1', 'GUCY1A2', 'GCS', 'GUCY1B1', 'GUCY1B2', 'EGFR']"
lenalidomide_all,"['CRBN', 'IKZF1', 'DDB1', 'RBX1', 'KRAS', 'VEGFB', 'IL1R1', 'TGFBR1', 'IL1RN', 'CTNNB1', 'TEK', 'FAM83F', 'VEGFC', 'TNFRSF1B', 'F3', 'F2R', 'Ins1', 'FGFR1', 'TNFSF11', 'IL12B', 'SALL4', 'TGFB1', 'IL6ST', 'CSNK1A1', 'CUL4A', 'SOD1', 'IL1A', 'CDH5', 'FGFR2', 'TNFRSF1A', 'VEGFA', 'IL1B', 'TNF', 'Fasl', 'ZNF827', 'IL2', 'FGF2', 'PTGS2', 'CASP1', 'FGFR3', 'ABCB1', 'MEIS2', 'RAB28']"
pramlintide_all,"['RAMP3', 'GLP1R', 'RAMP1', 'CALCR', 'RAMP2']"
nitric oxide_all,"['GUCY1A1', 'CXCL10', 'NOS3', 'CASP3', 'GUCY1A2', 'CAV1', 'HMOX1', 'GUCY1B1', 'NOS2', 'GCS', 'GUCY1B2', 'TP53', 'GUCY2C', 'NPR1', 'GUCY2F', 'IL1B', 'GUCY2D', 'EDN1']"
pomalidomide_all,"['CUL4A', 'DDB1', 'RBX1', 'CRBN']"
crizotinib_all,"['MET', 'EML4', 'NPM1', 'ALK', 'ROS1']"
balsalazide_all,"['PPARG', 'PTGS2', 'COX-1', 'ALOX5', 'PTGS1']"
nitroprusside_all,"['GUCY1A1', 'GUCY1A2', 'GUCY1B1', 'GUCY1B2', 'NPR1', 'ITPR', 'REN']"
cobicistat_all,"['NR1I3', 'ABCG2', 'CYP3A7', 'SLCO1B3', 'CYP2D6', 'HSPA5', 'SLCO1B1', 'CYP3A7-CYP3A51P', 'NR1I2', 'BAX', 'DDIT3', 'TNFRSF10B', 'CBR3', 'CYP3A5', 'CH25H', 'CYP3A43', 'CYP3A4', 'GPX2', 'ABCB1', 'ATF3']"
nisoldipine_all,"['CYP1A2', 'EHMT2', 'CACNB2', 'GSTA3', 'GMNN', 'Cacna1d', 'CYP2D6', 'GSTP1', 'CYP2J2', 'Cacna1c', 'CYP2C19', 'CACNA1S', 'CYP3A7-CYP3A51P', 'ESR1', 'VDR', 'CACNA1C', 'CYP2C9', 'CACNA2D1', 'NR1H4', 'CACNA1D', 'NFE2L2', 'CYP3A5', 'EDN1', 'AR', 'CACNA1F', 'CYP3A4', 'ABCB1', 'CACNA1A']"
imatinib_all,"['LYN', 'MET', 'PDGFRB', 'FIP1L1', 'ETV6', 'BTK', 'KDR', 'EIF2AK3', 'GSK3B', 'FLT1', 'TGFBR1', 'CSF1R', 'TPX2', 'TEK', 'ERBB4', 'CASP3', 'NTRK3', 'BCR', 'ERBB2', 'DDR1', 'BCL2L11', 'EPHA2', 'EGFR', 'MCL1', 'EPHB4', 'FGFR1', 'JAK2', 'CDK2', 'RET', 'KIT', 'LIMK1', 'ABL2', 'STK10', 'SYK', 'Bcr-Abl', 'MCL-1 mRNA', 'FYN', 'NME2', 'PCNA', 'CCNC', 'ABL1', 'NUP214', 'MAPK11', 'STK25', 'MAPK13', 'SRC', 'PDGFRA']"
roflumilast_all,"['CXCL10', 'PPP1R1B', 'CYP1A2', 'AKT1', 'RELA', 'NGF', 'PDE4C', 'PDE3B', 'CCL4', 'BCL2', 'AQP1', 'CFTR', 'CASP3', 'ATF6', 'PPP1CC', 'PDE4A', 'PDE8A', 'BAX', 'AQP5', 'DDIT3', 'HMOX1', 'CAT', 'PDE4D', 'CCL2', 'IL6', 'IL1B', 'PDE4B', 'NFE2L2', 'TNF', 'CREB1', 'CCL3', 'PRKACA', 'PDE8B', 'SNCA', 'PDE3A', 'PDE7A', 'NQO1', 'RAPGEF3', 'PDE1B', 'CYP3A4', 'BDNF']"
tofacitinib_all,"['JAK-3', 'JAK3', 'JAK2', 'JAK1', 'STAT3', 'TYK2']"
olsalazine_all,"['PPARG', 'KMT2A', 'MEN1', 'PTGS2', 'ALOX5', 'PTGS1']"
pasireotide_all,"['CYP19A1', 'SSTR4', 'BMP2', 'BMP6', 'SSTR5', 'BMP4', 'SMAD7', 'SSTR2', 'HSD3B2', 'CYP11A1', 'SSTR1', 'SSTR3', 'BMP7', 'STAR', 'FSHB', 'ID1', 'Sstr2', 'SMAD6', 'CYP3A4', 'NOG']"
apremilast_all,"['CASP3', 'CYP1A2', 'MAPK8', 'CYP2A6', 'GOT1', 'CDK6', 'MAPK1', 'PDE4D', 'CKM', 'CDK4', 'RELA', 'PDE4C', 'PDE4B', 'PDE4A', 'CYP3A4', 'NFKBIA', 'ABCB1', 'LDHA']"
droperidol_all,"['HTR2A', 'DRD3', 'SLC22A2', 'KCNH2', 'D2R', 'DRD4', 'DRD2', 'ADRA1A', 'CYP2D6']"
methazolamide_all,"['CD40LG', 'CA12', 'NCE103', 'CA5A', 'EHMT2', 'SLC22A6', 'INSR', 'THAP4', 'ACE', 'AKR1C3', 'canA', 'HINT1', 'CA5B', 'GLO1', 'REN', 'CD1D', 'CD1C', 'AKR1C4', 'HLA-B', 'GAP43', 'CA14', 'AIFM1', 'Car13', 'RET', 'AKR1C2', 'SNAI1', 'SYN3', 'MED1', 'CA3', 'CD1A', 'NCOA2', 'CLU', 'AOC3', 'AKR1B10', 'CA4', 'CA7', 'CA9', 'CRYM', 'KDM1A', 'NME2', 'PCNA', 'CCNC', 'RNLS', 'LY96', 'Car5a', 'CA-I', 'PROCR', 'MINA', 'GIF', 'CA6', 'METAP2', 'KDM6B', 'CA2', 'OGT', 'WIF1', 'TIMP1', 'HLA-C', 'CA1', 'PHGDH', 'GAL']"
amlodipine_all,"['CACNA1D', 'CACNA1F', 'CACNA1S', 'REN', 'CACNA1C', 'CACNA2D1']"
dinoprostone_all,"['PTGER1', 'PTGFR', 'PTGER4', 'PTGER3', 'PTGER2']"
diltiazem_all,"['CYP1A2', 'PLCD3', 'Cacna1f', 'ABCG2', 'Kcna7', 'CACNG1', 'Cacna1d', 'CYP2D6', 'ORM1', 'CYP2C19', 'CACNA1S', 'CYP3A7-CYP3A51P', 'CYP2C9', 'CACNA1C', 'CACNA2D1', 'CACNA1D', 'KCNH2', 'SLC22A1', 'CYP2C8', 'KCNA5', 'Kcnc1', 'CYP3A5', 'EDN1', 'CACNA1F', 'ALB', 'CYP3A4', 'Kcna1', 'Kcna2', 'ABCB1']"
gatifloxacin_all,"['CYP1A2', 'gyrA', 'PCSK1', 'Stap-coc parC', 'TDP1', 'Ins1', 'Bact gyrase', 'gyrB', 'VDR', 'GCGR', 'parC', 'KCNH2', 'TOP2A', 'GCG', 'parE', 'Ins2', 'CLK4', 'PRKD3', 'HSD17B10', 'ALB', 'CLK2']"
gemifloxacin_all,"['parC', 'CYP1A2', 'parE', 'gyrA', 'Stap-coc parC', 'Bact gyrase', 'gyrB']"
haloperidol_all,"['HTR2A', 'DRD3', 'ADRA1B', 'HTR1A', 'HTR2C', 'PRL', 'D2R', 'SIGMAR1', 'TH', 'DRD4', 'DRD2', 'ADRA1A', 'FOS', 'DRD5']"
rifabutin_all,"['RAN', 'PFN1', 'MUT', 'rpoZ', 'DLD', 'HTATIP2', 'CTBP1', 'PTGR1', 'GRHPR', 'ILK', 'DHFR', 'GALE', 'CD1D', 'THRB', 'PARP15', 'HSP90AA1', 'TCN2', 'ERBB3', 'RAB6A', 'GMPR2', 'GIMAP7', 'rpoC', 'XDH', 'SYK', 'rpoA', 'RTN4IP1', 'IPO13', 'AKR1B10', 'SIRT6', 'RAB6B', 'GOLGA4', 'HIST1H3H', 'DHRS4', 'RRAGC', 'NME2', 'SYTL2', 'PCNA', 'SIRT1', 'GAD1', 'HSD11B1', 'DCXR', 'STK25', 'RAP2A', 'rpoB']"
rifapentine_all,"['RAN', 'PFN1', 'MUT', 'rpoZ', 'HTATIP2', 'CTBP1', 'BTK', 'GRHPR', 'UXS1', 'CTBP2', 'RRAGD', 'ESR2', 'ABCB11', 'CD1D', 'GSR', 'DUT', 'ZAP70', 'THRB', 'PARP15', 'TCN2', 'RAB6A', 'rpoC', 'NR1I2', 'RALA', 'AKR1C2', 'UGDH', 'ACADS', 'ACSS1', 'XDH', 'PANK1', 'SYK', 'rpoA', 'AADAC', 'RTN4IP1', 'SIRT6', 'RAB6B', 'DHRS4', 'HIST1H3H', 'NME2', 'PCNA', 'SIRT1', 'AR', 'NMRAL1', 'HSD11B1', 'ACADM', 'CYP3A4', 'GMDS', 'METTL16', 'PANK3', 'rpoB']"
