Drug,Targets
(4s)-4-{[(2s)-2-amino-3-oxopropyl]sulfanyl}-l-homoserinate,[]
"4-(2-amino-1-methyl-1h-imidazo[4,5-b]pyridin-6-yl)phenol","['ESR1', 'NCOA2']"
fx06,['CDH5']
fr239087,['ADA']
cholesterol-sulfate,['RORA']
"8-benzo[1,3]dioxol-,5-ylmethyl-9-butyl-2-fluoro-9h-purin-6-ylamine",['HSP90AA1']
2-{[4-(1-methyl-4-pyridin-4-yl-1h-pyrazol-3-yl)phenoxy]methyl}quinoline,['PDE10A']
etelcalcetide,['CASR']
cytarabine,"['CYP3A4', 'ABCC10', 'SLC22A2', 'SLC22A1', 'SLC29A1', 'DCK', 'CDA', 'NT5E', 'POLB', 'DCTD']"
2-amino-6-chloropyrazine,['CDK2']
o4-sulfonylgalactose,['MBL2']
"2-(3-carboxypropionyl)-6-hydroxy-cyclohexa-2,4-diene carboxylic acid",[]
homophenylalaninylmethane,['CTSF']
"3-(1h-indol-3-yl)-4-(1-{2-[(2s)-1-methylpyrrolidinyl]ethyl}-1h-indol-3-yl)-1h-pyrrole-2,5-dione",['PDPK1']
"(20s)-19,20,22,23-tetrahydro-19-oxo-5h,21h-18,20-ethano-12,14-etheno-6,10-methenobenz[d]imidazo[4,3-l][1,6,9,13]oxatriazacyclonoadecosine-9-carbonitrile","['FNTB', 'FNTA']"
rituximab,"['FCGR3B', 'C1R', 'C1QA', 'C1QB', 'C1QC', 'FCGR3A', 'C1S', 'FCGR1A', 'FCGR2A', 'FCGR2B', 'FCGR2C', 'MS4A1']"
hydroxyprogesterone caproate,"['CYP3A4', 'CYP2C19', 'CYP3A5', 'PGR']"
"(3as,4r,9br)-2,2-difluoro-4-(4-hydroxyphenyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-8-ol","['ESR1', 'ESR2']"
"methyl n-[(2s,3r)-3-amino-2-hydroxy-3-(4-methylphenyl)propanoyl]-d-alanyl-d-leucinate",[]
n-(1-benzylpiperidin-4-yl)-4-sulfanylbutanamide,['BACE1']
6-(n-phenylcarbamyl)-2-naphthalenecarboxamidine,['PLAU']
domperidone,"['CYP1A2', 'CYP2D6', 'ABCB1', 'CYP3A4', 'CYP3A5', 'CYP2C8', 'CYP2B6', 'DRD2', 'DRD3']"
pilocarpine,"['CYP3A4', 'CYP2E1', 'CYP2A6', 'CHRM3', 'CHRM1', 'CHRM2']"
3-aminosuccinimide,['LYZ']
phosphothiophosphoric acid-adenylate ester,"['PFKFB1', 'PMS2']"
(2z)-2-cyano-n-(3'-ethoxybiphenyl-4-yl)-3-hydroxybut-2-enamide,['DHODH']
dofetilide,"['CYP3A4', 'KCNH2', 'KCNJ12']"
[(1-{2[(4-carbamimidoyl-phenylamino)-methyl]-1-methyl-1h-benzoimidazol-5-yl}-cyclopropyl)-pyridin-2-yl-methyleneaminooxy]-acetic acid ethyl ester,['PRSS1']
isoniazid,"['CYP1A2', 'CYP1A2', 'CYP2D6', 'CYP3A4', 'CYP3A4', 'CYP2E1', 'CYP2C9', 'CYP2C19', 'CYP2C19', 'CYP2C8', 'CYP2C8', 'CYP2A6', 'NAT2']"
raltitrexed,"['FPGS', 'TYMS']"
"n-naphthalen-1-ylmethyl-2'-[3,5-dimethoxybenzamido]-2'-deoxy-adenosine",['GAPDHS']
"5,6-dichloro-1-beta-d-ribofuranosyl-1h-benzimidazole",['CSNK2A1']
glycine,"['AGXT2', 'SHMT1', 'GCAT', 'GLDC', 'ALAS1', 'AGXT', 'SHMT2', 'ALAS2', 'SLC16A10', 'GNMT', 'GATM', 'GRIN3B', 'GRIN2A', 'GRIN2C', 'GSS', 'GCSH', 'GARS', 'BAAT', 'GPR18', 'GLYAT', 'SLC32A1', 'PIPOX', 'SLC6A5', 'SLC6A9', 'GLRA1', 'GLRB', 'GLRA3', 'GLRA2']"
"(17beta)-17-(cyanomethyl)-2-methoxyestra-1(10),2,4-trien-3-yl sulfamate",['CA2']
tg100801,"['FLT4', 'KDR', 'FLT1', 'CSK']"
n-3-oxo-dodecanoyl-l-homoserine lactone,[]
'5'-o-(n-(l-alanyl)-sulfamoyl)adenosine,['EPRS']
zileuton,"['CYP1A2', 'PTGS1', 'CYP3A4', 'CYP2C9', 'UGT1A9', 'ALOX5']"
"6-chloro-1-(2-{[(5-chloro-1-benzothien-3-yl)methyl]amino}ethyl)-3-[(2-pyridin-2-ylethyl)amino]-1,4-dihydropyrazin-2-ol",['F2']
morpholine-4-carboxylic acid [1-(2-benzylsulfanyl-1-formyl-ethylcarbamoyl)-2-phenyl-ethyl]-amide,['CTSS']
kifunensine,"['MAN1B1', 'MAN2A1']"
arginineamide,['KCNA4']
nateglinide,"['CYP2D6', 'PTGS1', 'CYP3A4', 'CYP2C9', 'UGT1A9', 'ALB', 'CYP3A5', 'SLC22A6', 'SLC16A1', 'ABCC4', 'PPARG', 'ABCC8', 'SLC15A2', 'ORM1']"
2-{4-[5-(4-chlorophenyl)-4-pyrimidin-4-yl-1h-pyrazol-3-yl]piperidin-1-yl}-2-oxoethanol,['MAPK14']
picrotoxin,"['GLUL', 'GLRA3', 'GLRA2', 'CYP1A1', 'GABRA1', 'GABRR1']"
3-isobutyl-1-methyl-7h-xanthine,"['PDE4D', 'PDE5A', 'PDE6G', 'PDE7A', 'PDE3B', 'PDE2A', 'PDE9A', 'PDE8A']"
"1-tert-butyl-3-(3-methylbenzyl)-1h-pyrazolo[3,4-d]pyrimidin-4-amine",['CAMK2G']
adenylosuccinic acid,['ADSSL1']
n-cyclopentyl-n-cyclobutylformamide,['ADH1A']
spectinomycin,[]
hydroxocobalamin,"['MTR', 'MUT', 'MTRR', 'MMAA', 'MMACHC', 'MMAB', 'AMN', 'TCN1', 'TCN2', 'CUBN']"
2-{5-[3-(6-benzoyl-1-propylnaphthalen-2-yloxy)propoxy]indol-1-yl}ethanoic acid,['PPARG']
"1,8-di-hydroxy-4-nitro-anthraquinone",['CSNK2A1']
zk-806450,['PRSS1']
idelalisib,"['ABCB1', 'CYP3A4', 'CYP2C19', 'CYP2C8', 'ABCG2', 'SLCO1B1', 'AOX1', 'CYP2B6', 'SLCO1B3']"
isopropyl alcohol,"['TNF', 'RNASE1', 'PLA2G2A', 'PRSS2', 'GM2A', 'RNGTT', 'ADI1', 'GCH1', 'GDF5', 'DCXR', 'PRDX6', 'ACP5', 'AHCY', 'DDX39B']"
4-nitrophenyl phosphate,"['ACP1', 'DUSP23']"
pyrazole,['ADH1C']
"n1,n2-ethylene-2-methylamino-4,5,6,7-tetrabromo-benzimidazole",['CSNK2A1']
paramethasone,"['CYP3A4', 'NR3C1', 'SERPINA6']"
alpha-fluoro-carboxymethyldethia coenzyme a complex,['CS']
idarubicin,"['CYP2D6', 'CYP2C9', 'ABCC1', 'TOP2A']"
4-piperidin-4-ylbutanal,"['PRSS1', 'TPSB2', 'TPSAB1']"
"5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-4h-chromen-4-one",['PIM1']
paclitaxel,"['ABCB1', 'CYP3A4', 'CYP2C9', 'ABCC2', 'CYP19A1', 'CYP3A5', 'CYP2C8', 'ABCB11', 'ABCC1', 'ABCC10', 'ABCG2', 'CYP1B1', 'NR1I2', 'SLCO1B3', 'TUBB1', 'BCL2', 'MAP2', 'MAP4', 'MAPT']"
"(3r)-4-(p-toluenesulfonyl)-1,4-thiazane-3-carboxylicacid-l-phenylalanine ethyl ester",['FKBP1A']
prucalopride,['HTR4']
ivermectin,"['ABCB1', 'CYP3A4', 'ABCC2', 'ABCC1', 'ABCG2', 'GLRA3', 'GABRB3']"
uridine-5'-monophosphate,"['B4GALT1', 'UCKL1', 'LSM6', 'ISG20']"
"(3aalpha,4alpha,7alpha,7aalpha)- 3a,4,7,7a-tetrahydro-2-(4-nitro-1-naphthalenyl)-4,7-ethano-1h-isoindole-1,3(2h)-dione",['AR']
trimipramine,"['CYP2D6', 'ABCB1', 'CYP3A4', 'CYP2C9', 'CYP2C19', 'SLC6A4', 'SLC6A3', 'SLC6A2', 'DRD2', 'HTR2C', 'ADRA1A', 'ADRA1B', 'HRH1', 'HTR1D', 'HTR1A', 'HTR2A', 'HTR3A', 'ADRA2A', 'ADRA2B']"
"2',3'-dehydro-2',3'-deoxy-thymidine 5'-diphosphate",['NME1']
n-(sulfanylacetyl)tyrosylprolylmethioninamide,[]
acarbose derived hexasaccharide,"['AMY2A', 'AMY2A']"
"1-(5-{2-[(1-methyl-1h-pyrazolo[4,3-d]pyrimidin-7-yl)amino]ethyl}-1,3-thiazol-2-yl)-3-[3-(trifluoromethyl)phenyl]urea",['AURKA']
"[{2-bromo-4-[(2r)-3-oxo-2,3-diphenylpropyl]phenyl}(difluoro)methyl]phosphonic acid",['PTPN1']
enoxacin,"['CYP1A2', 'TOP2A']"
becaplermin,"['PDGFRB', 'PDGFRA', 'A2M']"
mk-0974,"['CALCA', 'CALCB']"
"4-(2-aminoethoxy)-n-(3-chloro-2-ethoxy-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide",['PLAU']
nomifensine,"['MPO', 'MAOA', 'SLC6A3', 'SLC6A2', 'MAOB', 'ORM1']"
fosfomycin,[]
"3-[3-(3-methyl-6-{[(1s)-1-phenylethyl]amino}-1h-pyrazolo[4,3-c]pyridin-1-yl)phenyl]propanamide",['PLK1']
peldesine,['PNP']
simvastatin,"['CYP2D6', 'ABCB1', 'CYP3A4', 'CYP2C9', 'ABCC2', 'CYP2C19', 'CYP3A5', 'CYP2C8', 'SLCO1A2', 'SLCO1B1', 'HMGCR', 'CYP2B6', 'UGT1A1', 'UGT1A3', 'UGT2B7', 'ITGB2']"
cra_8696,"['F2', 'PLAU', 'PRSS1']"
montelukast,"['PTGS1', 'CYP3A4', 'CYP2C9', 'CYP2C8', 'ALOX5', 'CYP2A6', 'SLCO2B1', 'CYSLTR1']"
"3,4-methylenedioxymethamphetamine","['SLC6A4', 'SLC6A4', 'SLC18A2', 'SLC6A3', 'SLC6A3', 'SLC6A2', 'SLC6A2', 'HTR2C', 'HTR2B', 'HTR2A']"
pimozide,"['CYP1A2', 'CYP2D6', 'ABCB1', 'CYP3A4', 'CYP2E1', 'CYP2C19', 'CYP3A5', 'DRD2', 'KCNH2', 'DRD3', 'CALM3']"
dyclonine,['SCN10A']
1-cyclohexyl-n-{[1-(4-methylphenyl)-1h-indol-3-yl]methyl}methanamine,['ESRRA']
levomethadyl acetate,"['CYP3A4', 'CYP19A1', 'CYP3A5', 'CHRNA3', 'CHRNB4', 'OPRM1']"
liothyronine,"['ABCB1', 'ALB', 'SLCO1A2', 'SLC10A1', 'SLCO1B1', 'SLC16A10', 'SLC22A8', 'SLCO1B3', 'SLCO1C1', 'TTR', 'THRA', 'THRB', 'SERPINA7', 'SLCO4A1', 'SLC7A5']"
5-(7-(6-chloro-4-(5-hydro-4-methyl-2-oxazolyl)phenoxy)heptyl)-3-methyl isoxazole,[]
"2-(1h-imidazol-1-yl)-9-methoxy-8-(2-methoxyethoxy)benzo[c][2,7]naphthyridin-4-amine",['PDPK1']
"(1-hydroxy-1-phosphono-2-[1,1';4',1'']terphenyl-3-yl-ethyl)-phosphonic acid",[]
piclamilast,"['PDE4B', 'PDE4D', 'PDE4A', 'PDE4C']"
delta1-dihydrotestosterone,['AR']
obe101,"['HRH1', 'HRH3']"
n2-({[(4-bromophenyl)methyl]oxy}carbonyl)-n1-[(1s)-1-formylpentyl]-l-leucinamide,['CTSK']
5-beta-d-ribofuranosylnicotinamide adenine dinucleotide,['ADH1C']
protirelin,['TRHR']
2-acetylamino-4-methyl-pentanoic acid [1-(1-formyl-pentylcarbamoyl)-3-methyl-butyl]-amide,['PSMA7']
"2-[(2-methoxyethyl)amino]-4-(4-oxo-1,2,3,4-tetrahydro-9h-carbazol-9-yl)benzamide",['HSP90AA1']
"6-(2,5-dimethoxy-benzyl)-5-methyl-pyrido[2,3-d]pyrimidine-2,4-diamine",['DHFR']
4-carbamoyl-4-{[6-(difluoro-phosphono-methyl)-naphthalene-2-carbonyl]-amino}-butyric acid,['PTPN1']
amitriptyline,"['CYP1A2', 'CYP2D6', 'ABCB1', 'CYP3A4', 'CYP2E1', 'CYP2C9', 'ALB', 'CYP2C19', 'CYP3A5', 'CYP2C8', 'CYP2B6', 'SLC6A4', 'SLC6A2', 'CHRM3', 'CHRM1', 'OPRM1', 'HTR2C', 'OPRK1', 'OPRD1', 'CHRM2', 'ADRA1A', 'ADRA1B', 'ADRA1D', 'HRH1', 'HTR1D', 'HTR1B', 'HTR1A', 'HTR7', 'KCNA1', 'HTR2A', 'HTR6', 'ADRA2A', 'CHRM4', 'CHRM5', 'HRH2', 'KCND2', 'KCND3', 'ORM1', 'NTRK1', 'NTRK2', 'KCNQ2', 'HRH4', 'SIGMAR1', 'KCNQ3']"
hydrocortisone,"['ABCB1', 'CYP3A4', 'CYP3A5', 'CYP2C8', 'SLCO1A2', 'ABCG2', 'NR3C1', 'SERPINA6', 'ANXA1', 'CYP11B2', 'SHBG']"
3-[({(1e)-[2-(trifluoromethyl)phenyl]methylidene}amino)oxy]propanoic acid,['TTR']
bafilomycin a1,['ATP6V1A']
ccx915,['CCR2']
fx-1006a,['TTR']
primaquine,"['CYP1A2', 'CYP2D6', 'CYP3A4', 'CYP1B1', 'NQO2', 'CYP1A1', 'KRT7']"
debromohymenialdisine,"['TNK2', 'CLK1']"
mln8237,['AURKA']
"n-{3-[5-(1h-1,2,4-triazol-3-yl)-1h-indazol-3-yl]phenyl}furan-2-carboxamide",['MAPK9']
niacin,"['CYP2D6', 'SLC16A3', 'SLC16A1', 'SLC22A5', 'SLCO2B1', 'HCAR3', 'HCAR2', 'QPRT', 'NNMT', 'SLC5A8']"
"n-{3-[4-(3-amino-propyl)-piperazin-1-yl]-propyl}-3-(2-thiophen-2-yl-acetylamino)-5-(3,4,5-trihydroxy-6-hydroxymethyl-tetrahydro-pyran-2-yloxy)-benzamide",[]
7-hydroxy-4-methyl-3-(2-hydroxy-ethyl)coumarin,['PFN1']
phosphoenolpyruvate,"['ENO3', 'PCK1']"
mln-1202,['CCR2']
ethanol,"['CYP1A2', 'CYP3A4', 'CYP2E1', 'CYP2C9', 'CYP2C19', 'CYP4A11', 'GRIN3A', 'GRIA1', 'GRIA2', 'GRIA3', 'GRIA4', 'GLRA1', 'GLRA2', 'ADH1A', 'ADH4', 'ADH1C', 'ADH1B', 'ADH7', 'ADH5', 'ADH6', 'AKR1A1', 'CYP1A1', 'CYP2B6', 'CHRNA4', 'CHRNA7', 'CHRNB2', 'CHRNA2', 'CHRNA3', 'CHRNA5', 'CHRNA6', 'CHRNA9', 'CHRNB3', 'CHRNB4', 'SLC29A1', 'GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRG1', 'GABRG3', 'GABRD', 'GABRP', 'GABRQ', 'HTR3A', 'CACNA1C', 'CACNA1D', 'CACNA1S', 'CACNB1', 'CACNG1', 'SLC29A2', 'KCNJ3', 'KCNJ6', 'VCAM1', 'KCNJ5', 'HTR3E', 'HTR3B', 'HTR3D', 'HTR3C', 'CACNG2', 'KCNJ9']"
(r)-1-para-nitro-phenyl-2-azido-ethanol,['LGALS9']
cra_9334,['PRSS1']
deamido-nad+,"['NMNAT3', 'NMNAT1']"
trimethoprim,"['ABCB1', 'CYP3A4', 'CYP2C9', 'CYP2C8', 'DHFR', 'TYMS']"
betahistine,"['HRH1', 'HRH3']"
s-2-(boronoethyl)-l-cysteine,['ARG1']
al5424,['CA2']
gadofosveset trisodium,['ALB']
n-[4-(1-benzoylpiperidin-4-yl)butyl]-3-pyridin-3-ylpropanamide,['NAMPT']
(1r)-1-(2-thienylacetylamino)-1-(3-carboxyphenyl)methylboronic acid,[]
carboxylic prpp,[]
phenylferricrocin-iron,[]
+/-methyl 4-(aminoiminomethyl)-beta-[3- inh (aminoimino)phenyl]benzene pentanoate,['PRSS1']
alpha-benzyl-aminobenzyl-phosphonic acid,['ACPP']
compound 4-d,['ESR1']
1-(4-hexylphenyl)prop-2-en-1-one,['THRB']
"[4-r-(4-alpha,6-beta,7-beta]-hexahydro-5,6-di(hydroxy)-1,3-di(allyl)-4,7-bisphenylmethyl)-2h-1,3-diazepinone",[]
menotropins,"['LHCGR', 'FSHR']"
4-iodo-acetamido phenylboronic acid,[]
2-(4-carcoxy-5-isopropylthiazolyl)benzopiperidine,['SRC']
norvaline,"['OTC', 'GATM']"
n-allyl-5-amidinoaminooxy-propyloxy-3-chloro-n-cyclopentylbenzamide,['F2']
nimesulide,"['PTGS2', 'PLA2G2E', 'LTF']"
n-[(1r)-3-(4-hydroxyphenyl)-1-methylpropyl]-2-(2-phenyl-1h-indol-3-yl)acetamide,['ESR1']
beta-l-arabinose,[]
5-aminoisoquinoline,[]
bromfenac,"['PTGS2', 'PTGS2', 'PTGS1']"
kw-3902,['ADORA1']
l-iso-aspartate,[]
ttp889,['F9']
gamma-glutamylcysteine,['GSS']
phosphomethylphosphonic acid guanosyl ester,[]
4-hydroxy-3-[(1s)-3-oxo-1-phenylbutyl]-2h-chromen-2-one,"['CYP2C9', 'CYP2C9']"
"(1r)-1,2,2-trimethylpropyl (r)-methylphosphinate","['CES1', 'PLA2G7', 'PAFAH1B3']"
liposomal prostaglandin e1,['GP1BA']
n-[2-(2-iodo-5-methoxy-1h-indol-3-yl)ethyl]acetamide,['NQO2']
dansylamide,['CA2']
"metoprine, methodichlorophen",['HNMT']
"phosphoric acid mono-[3-fluoro-5-(5-methyl-2,4-dioxo-3,4-dihydro-2h-pyrimidin-1-yl)-tetrahyro-furan-2-ylmethyl] ester",['DTYMK']
7-{[(cyclohexylamino)carbonyl]amino}heptanoic acid,['EPHX2']
hydroxy[3-(6-methylpyridin-2-yl)propyl]formamide,[]
omalizumab,"['FCER1A', 'MS4A2']"
sri-9439,['DHFR']
n-({6-[(4-cyano-2-fluorobenzyl)oxy]naphthalen-2-yl}sulfonyl)-d-glutamic acid,[]
methadone,"['CYP1A2', 'CYP2D6', 'ABCB1', 'CYP3A4', 'CYP2C9', 'CYP19A1', 'CYP2C18', 'CYP2C19', 'CYP3A5', 'CYP2C8', 'GRIN3A', 'CYP2B6', 'OPRM1', 'OPRD1', 'HTR3A']"
d-[(n-hydroxyamino)carbonyl]phenylalanine,['CPA1']
(2s)-hydroxy(4-hydroxyphenyl)ethanenitrile,[]
l-2-amino-3-butynoic acid,['CTH']
ic261,['CSNK1G2']
remifentanil,"['OPRM1', 'OPRK1', 'OPRD1']"
activated charcoal,['LPL']
4-aminobenzoic acid,[]
"2-amino-n-(4-methyl-1,3-thiazol-2-yl)-5-[(4-methyl-4h-1,2,4-triazol-3-yl)sulfanyl]benzamide",['GCK']
cryptenamine,"['CHRM3', 'CHRM1', 'CHRM2', 'CHRM4', 'CHRM5']"
eritoran,['TLR4']
daidzin,"['ABCG2', 'ALDH2']"
nitrilotriacetic acid,['LTF']
esmirtazapine,"['CYP2D6', 'HRH1']"
3-fluoro-n-1h-indol-5-yl-5-morpholin-4-ylbenzamide,['MAPK14']
6-o-cyclohexylmethyl guanine,"['CDK2', 'CCNA2']"
nelarabine,"['ADA', 'POLA1', 'DCK', 'DGUOK']"
ketotifen,"['HRH1', 'PGD']"
n-[2-(1-maleimidyl)ethyl]-7-diethylaminocoumarin-3-carboxamide,[]
myrrh,['CYP2C9']
n-(3-methylbut-2-en-1-yl)-9h-purin-6-amine,['CDK2']
"(2e)-3-(3,4-dihydroxyphenyl)-2-iminopropanoic acid",['DAO']
ing-1,['EPCAM']
desflurane,"['ALB', 'GRIA1', 'GLRA1', 'MT-ND1', 'KCNA1', 'ATP2C1', 'ATP5D']"
2-(2-{2-[2-(2-methoxy-ethoxy)-ethoxy]-ethoxy}-ethoxy)-ethanol,[]
amprenavir,"['CYP2D6', 'ABCB1', 'CYP3A4', 'CYP2C9', 'CYP2C19', 'CYP3A5', 'CYP2C8', 'ABCC1', 'CYP2B6']"
2-(4-chloro-phenylamino)-nicotinic acid,['NMRAL1']
recombinant alpha 1-antitrypsin,['SERPINA1']
n-{2-[4-(aminosulfonyl)phenyl]ethyl}acetamide,"['CA1', 'CA2']"
bromodiphenhydramine,"['SLC22A6', 'HRH1', 'SLC47A1']"
"6,7-dioxo-5h-8-ribitylaminolumazine",[]
4-bromo-3-hydroxy-3-methyl butyl diphosphate,[]
n-(2-methoxyethyl)-4-({4-[2-methyl-1-(1-methylethyl)-1h-imidazol-5-yl]pyrimidin-2-yl}amino)benzenesulfonamide,['CDK2']
tositumomab,"['FCGR3B', 'C1R', 'C1QA', 'C1QB', 'C1QC', 'FCGR3A', 'FCGR1A', 'FCGR2A', 'FCGR2B', 'FCGR2C', 'MS4A1']"
difluprednate,['NR3C1']
"3-bromo-5-phenyl-n-(pyridin-3-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine",['CDK2']
"4-(2-amino-1,3-thiazol-4-yl)pyrimidin-2-amine",[]
"alpha-d-glucose 1,6-bisphosphate",['PGM1']
"5-methyl-3-(9-oxo-1,8-diaza-tricyclo[10.6.1.013,18]nonadeca-12(19),13,15,17-tetraen-10-ylcarbamoyl)-hexanoic acid",['MMP7']
erdosteine,['ADA']
2-(3-guanidinophenyl)-3-mercaptopropanoic acid,[]
"n-(4-amino-5-cyano-6-ethoxypyridin-2-yl)-2-(4-bromo-2,5-dimethoxyphenyl)acetamide","['MAPK8IP1', 'MAPK8']"
"(3ar,5r,6s,7r,7ar)-5-(hydroxymethyl)-2-propyl-5,6,7,7a-tetrahydro-3ah-pyrano[3,2-d][1,3]thiazole-6,7-diol",[]
ospemifene,"['CYP2D6', 'CYP3A4', 'CYP2C9', 'CYP2C19', 'CYP2B6', 'ESR1']"
benzquinamide,"['CHRM3', 'CHRM1', 'CHRM2', 'HRH1', 'CHRM4', 'CHRM5']"
5-amino-6-cyclohexyl-4-hydroxy-2-isobutyl-hexanoic acid,['CTSD']
acp-104,"['DRD2', 'CHRM1', 'DRD3']"
arachidonic acid,"['PTGS1', 'CYP2C9', 'ALB', 'FABP2', 'FABP4']"
coprogen,[]
l-proline,"['PPIA', 'PPIF', 'SLC16A10', 'P4HA1', 'P3H1', 'P3H2', 'P4HA2', 'EPRS', 'PYCR2', 'PYCR1', 'PPIH', 'PPIB', 'PPIC', 'PPIG', 'L3HYPDH']"
2'-monophosphoadenosine-5'-diphosphate,['RNASE1']
glutathionylspermidine disulfide,['GSR']
(4r)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one,"['PDE4D', 'PDE4A']"
z-pro-prolinal,['PREP']
"2-(beta-d-glucopyranosyl)-5-methyl-1,2,3-benzimidazole",['PYGM']
aetiocholanolone,"['SULT2A1', 'HSD17B11']"
"3,5-difluorobenzenesulfonamide",['CA2']
ondansetron,"['CYP1A2', 'CYP2D6', 'CYP3A4', 'CYP2E1', 'CYP2C9', 'CYP3A5', 'OPRM1', 'HTR1B', 'HTR1A', 'HTR3A', 'HTR4']"
ceritinib,"['ABCB1', 'CYP3A4', 'CYP2C9', 'ALK']"
lenvatinib,"['ABCB1', 'FGFR2', 'FGFR1', 'FGFR4', 'FGFR3', 'CYP3A4', 'ABCG2', 'AOX1', 'FLT4', 'KDR', 'KIT', 'FLT1']"
5-chloro-n-{(3s)-1-[(1s)-1-methyl-2-morpholin-4-yl-2-oxoethyl]-2-oxopyrrolidin-3-yl}-1-benzothiophene-2-sulfonamide,['F10']
"1,3,5-benzenetricarboxylic acid","['HBA2', 'HBB']"
"thiophene-2,5-disulfonic acid 2-amide-5-(4-methyl-benzylamide)",['CA2']
4-methyl-histidine,['ACTA1']
"4-(6-{[(4-methylcyclohexyl)amino]methyl}-1,4-dihydroindeno[1,2-c]pyrazol-3-yl)benzoic acid",['CHEK1']
"2-(4-(aminomethyl)piperidin-1-yl)-n-(3_cyclohexyl-4-oxo-2,4-dihydroindeno[1,2-c]pyrazol-5-yl)acetamide",['CDK2']
aflibercept,"['VEGFA', 'PGF', 'VEGFB']"
vortioxetine,"['CYP2D6', 'CYP3A4', 'CYP2C9', 'CYP2C19', 'CYP3A5', 'CYP2C8', 'CYP2B6', 'CYP2A6', 'SLC6A4', 'ADRB1', 'HTR1B', 'HTR1A', 'HTR7', 'HTR3A']"
4-[(3r)-3-{[2-(4-fluorophenyl)-2-oxoethyl]amino}butyl]benzamide,['DPP4']
n-(2-oxotetrahydrofuran-3-yl)octanamide,[]
4-[5-(4-fluoro-phenyl)-2-(4-methanesulfinyl-phenyl)-3h-imidazol-4-yl]-pyridine,"['MAPK1', 'MAPK14']"
"(5-(aminomethyl)-2h-spiro[benzofuran-3,4'-piperidine]-1'-yl)(5-(phenylethynyl)furan-2-yl)methanone","['TPSB2', 'TPSAB1']"
"2-(3-chloro-6-{[2,2-difluoro-2-(1-oxidopyridin-2-yl)ethyl]amino}-1-oxidopyridin-2-yl)-n-[1-(3-chlorophenyl)ethyl]acetamide",['F2']
n-methyl o-nitrophenyl aminoethyldiphosphate beryllium trifluoride,['MYH14']
(2e)-n-hydroxy-3-[1-methyl-4-(phenylacetyl)-1h-pyrrol-2-yl]prop-2-enamide,['HDAC8']
"2,5-bis-o-{3-[amino(imino)methyl]phenyl}-1,4:3,6-dianhydro-d-glucitol",['PRSS1']
"n-butyl-11-[(7r,8r,9s,13s,14s,17s)-3,17-dihydroxy-13-methyl-7,8,9,11,12,13,14,15,16,17-decahydro-6h-cyclopenta[a]phenanthren-7-yl]-n-methylundecanamide",['ESR2']
tobramycin,[]
4-iodo-l-phenylalanine,['DPP4']
drostanolone,"['CYP19A1', 'AR', 'SHBG']"
"[(4s)-2,2-dimethyl-1,3-dioxolan-4-yl]methyl hydrogen hex-5-enylphosphonate",[]
"n-{2'-[(4-fluorophenyl)amino]-4,4'-bipyridin-2-yl}-4-methoxycyclohexanecarboxamide",['MAPK10']
pamidronate,['FDPS']
brompheniramine,"['CYP2D6', 'CYP3A4', 'CYP2E1', 'CYP2C9', 'CYP2C19', 'CYP2C8', 'CYP2B6', 'CHRM3', 'CHRM1', 'CHRM2', 'HRH1', 'CHRM4', 'CHRM5']"
olopatadine,"['CYP3A4', 'HRH1', 'S100A1', 'S100A12', 'S100B', 'S100A13', 'S100A2']"
lovastatin,"['CYP2D6', 'ABCB1', 'CYP3A4', 'CYP2C9', 'ABCC2', 'CYP2C19', 'CYP3A5', 'CYP2C8', 'SLCO1A2', 'SLCO1B1', 'ITGAL', 'HMGCR', 'UGT1A1', 'UGT1A3', 'UGT2B7', 'HDAC2']"
cilazapril,"['ABCB1', 'ACE', 'SLC15A2']"
cefmetazole,"['ALB', 'SLC15A2']"
glucose-6-phosphate,['GPI']
"5-(2-ethoxyethyl)-5-[4-(4-fluorophenoxy)phenoxy]pyrimidine-2,4,6(1h,3h,5h)-trione",['MMP13']
enalkiren,['REN']
octanoyl-coenzyme a,"['ECHS1', 'ECI1', 'ACADM']"
butorphanol,"['OPRM1', 'OPRK1', 'OPRD1']"
trazodone,"['CYP2D6', 'ABCB1', 'CYP3A4', 'CYP3A5', 'SLC6A4', 'HTR2C', 'ADRA1A', 'HRH1', 'HTR1A', 'HTR2A', 'ADRA2A', 'ORM1']"
"n-methylalanyl-3-methylvalyl-4-phenoxy-n-(1,2,3,4-tetrahydronaphthalen-1-yl)prolinamide",['XIAP']
ubiquinone-1,"['SDHC', 'SDHA', 'SDHD', 'SDHB']"
"1-{2-[2-(2-methoxyethoxy)ethoxy]ethoxy}-4-(1,1,3,3-tetramethylbutyl)benzene","['TTPA', 'PLA2G2A']"
